Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,,,,, 
B-35114,128,4,3,Clothing,Saree,COD,,,,,
B-35115,186,241,9,Clothing,Shirt,Credit Card,,,,,
B-35116,128,47,4,Clothing,Hankerchief,COD,,,,,
B-35117,185,48,4,Clothing,Stole,Credit Card,,,,,
B-35118,29,10,2,Clothing,Stole,COD,,,,,
B-35119,127,29,3,Furniture,Furnishings,COD,,,,,
B-35120,97,36,7,Clothing,Hankerchief,UPI,,,,,
B-35121,125,0,3,Electronics,Accessories,COD,,,,,
B-35122,299,-8,2,Clothing,Saree,COD,,,,,
B-35123,124,54,5,Clothing,T-shirt,COD,,,,,
B-35124,90,17,3,Clothing,Shirt,COD,,,,,
B-35125,122,11,4,Clothing,Hankerchief,COD,,,,,
B-35126,122,-66,9,Electronics,Accessories,COD,,,,,
B-35127,90,30,2,Furniture,Chairs,UPI,,,,,
B-35128,182,-11,3,Furniture,Bookcases,Credit Card,,,,,
B-35129,122,59,7,Furniture,Furnishings,COD,,,,,
B-35130,121,19,4,Clothing,Stole,COD,,,,,
B-35131,120,1,1,Furniture,Chairs,COD,,,,,
B-35132,120,23,5,Clothing,Stole,COD,,,,,
B-35133,34,-11,5,Clothing,T-shirt,COD,,,,,
B-35134,117,17,6,Clothing,Kurti,COD,,,,,
B-35135,38,9,2,Clothing,Stole,COD,,,,,
B-35136,117,-6,3,Electronics,Phones,COD,,,,,
B-35137,180,54,4,Clothing,T-shirt,Credit Card,,,,,
B-35138,99,-5,1,Clothing,Saree,UPI,,,,,
B-35139,172,-103,3,Furniture,Chairs,EMI,,,,,
B-35140,116,16,4,Clothing,Stole,COD,,,,,
B-35141,116,-4,1,Clothing,Saree,COD,,,,,
B-35142,171,68,7,Clothing,Stole,EMI,,,,,
B-35143,46,14,5,Clothing,Skirt,COD,,,,,
B-35144,115,-39,3,Clothing,Trousers,COD,,,,,
B-35145,100,7,2,Clothing,T-shirt,UPI,,,,,
B-35146,44,8,2,Clothing,Stole,COD,,,,,
B-35147,139,14,3,Clothing,Kurti,COD,,,,,
B-35148,171,-140,2,Furniture,Bookcases,EMI,,,,,
B-35149,100,12,2,Clothing,T-shirt,UPI,,,,,
B-35150,115,25,6,Clothing,Stole,COD,,,,,
B-35151,168,-9,3,Clothing,Saree,COD,,,,,
B-35152,115,47,2,Electronics,Accessories,COD,,,,,
B-35153,168,-111,2,Electronics,Phones,EMI,,,,,
B-35154,31,-7,5,Clothing,Skirt,UPI,,,,,
B-35155,114,41,6,Furniture,Furnishings,COD,,,,,
B-35156,111,9,4,Clothing,Stole,COD,,,,,
B-35157,11,-8,2,Clothing,Skirt,UPI,,,,,
B-35158,110,35,1,Furniture,Furnishings,COD,,,,,
B-35159,59,15,2,Clothing,T-shirt,UPI,,,,,
B-35160,166,27,2,Electronics,Accessories,EMI,,,,,
B-35161,109,-6,6,Clothing,Saree,COD,,,,,
B-35162,34,-6,4,Clothing,Leggings,COD,,,,,
B-35163,109,40,1,Furniture,Furnishings,COD,,,,,
B-35164,108,22,3,Electronics,Accessories,COD,,,,,
B-35165,103,50,2,Furniture,Furnishings,UPI,,,,,
B-35166,10,-8,2,Clothing,Skirt,COD,,,,,
B-35167,90,17,3,Clothing,Hankerchief,COD,,,,,
B-35168,105,46,2,Clothing,Stole,UPI,,,,,
B-35169,105,20,2,Clothing,Stole,Debit Card,,,,,
B-35170,22,-6,1,Furniture,Furnishings,COD,,,,,
B-35171,105,-33,5,Clothing,Kurti,COD,,,,,
B-35172,105,25,2,Clothing,Hankerchief,EMI,,,,,
B-35173,25,-7,5,Clothing,Saree,UPI,,,,,
B-35174,104,2,2,Furniture,Furnishings,COD,,,,,
B-35175,16,5,1,Clothing,Stole,UPI,,,,,
B-35176,64,-7,3,Clothing,Saree,COD,,,,,
B-35177,38,-6,2,Furniture,Furnishings,UPI,,,,,
B-35178,83,12,2,Furniture,Chairs,COD,,,,,
B-35179,103,36,2,Clothing,Hankerchief,COD,,,,,
B-35180,37,-6,1,Clothing,Saree,UPI,,,,,
B-35181,105,33,6,Clothing,Saree,EMI,,,,,
B-35182,78,-6,2,Furniture,Furnishings,UPI,,,,,
B-35183,102,-90,1,Clothing,Saree,COD,,,,,
B-35184,102,11,6,Clothing,T-shirt,COD,,,,,
B-35185,10,-8,1,Clothing,Kurti,UPI,,,,,
B-35186,101,18,9,Clothing,Skirt,COD,,,,,
B-35187,42,-6,4,Clothing,Saree,UPI,,,,,
B-35188,56,18,2,Clothing,Hankerchief,UPI,,,,,
B-35189,95,5,2,Clothing,Stole,COD,,,,,
B-35190,159,2,3,Furniture,Furnishings,EMI,,,,,
B-35191,158,69,3,Clothing,Stole,EMI,,,,,
B-35192,106,0,2,Electronics,Phones,EMI,,,,,
B-35193,101,16,4,Clothing,T-shirt,COD,,,,,
B-35194,107,37,3,Clothing,Shirt,COD,,,,,
B-35195,156,36,5,Clothing,T-shirt,EMI,,,,,
B-35196,108,-19,3,Electronics,Electronic Games,UPI,,,,,
B-35197,107,-54,4,Clothing,Stole,EMI,,,,,
B-35198,100,-58,4,Clothing,Hankerchief,COD,,,,,
B-35199,108,26,4,Clothing,Shirt,UPI,,,,,
B-35200,100,6,4,Clothing,Stole,COD,,,,,
B-35201,100,-23,1,Electronics,Phones,COD,,,,,
B-35202,43,17,2,Clothing,T-shirt,UPI,,,,,
B-35203,155,26,3,Clothing,Stole,EMI,,,,,
B-35204,151,9,3,Clothing,Hankerchief,EMI,,,,,
B-35205,151,29,5,Clothing,Hankerchief,EMI,,,,,
B-35206,110,-68,4,Clothing,Saree,EMI,,,,,
B-35207,98,9,2,Furniture,Furnishings,COD,,,,,
B-35208,97,-62,2,Clothing,Trousers,COD,,,,,
B-35209,111,35,5,Clothing,Shirt,COD,,,,,
B-35210,45,17,1,Electronics,Accessories,COD,,,,,
B-35211,112,15,2,Furniture,Chairs,COD,,,,,
B-35212,110,20,5,Clothing,Stole,Debit Card,,,,,
B-35213,98,-5,2,Clothing,Saree,UPI,,,,,
B-35214,110,12,7,Clothing,Stole,Debit Card,,,,,
B-35215,95,11,4,Furniture,Furnishings,COD,,,,,
B-35216,1228,14,3,Furniture,Chairs,UPI,,,,,
B-35217,29,0,3,Furniture,Furnishings,COD,,,,,
B-35218,94,27,2,Clothing,T-shirt,COD,,,,,
B-35219,115,25,1,Electronics,Accessories,COD,,,,,
B-35220,149,15,3,Clothing,Saree,EMI,,,,,
B-35221,148,23,4,Clothing,Kurti,EMI,,,,,
B-35222,93,15,2,Electronics,Accessories,COD,,,,,
B-35223,113,24,4,Clothing,Hankerchief,Debit Card,,,,,
B-35224,48,2,3,Clothing,Stole,COD,,,,,
B-35225,148,9,1,Electronics,Electronic Games,UPI,,,,,
B-35226,114,11,4,Clothing,T-shirt,Debit Card,,,,,
B-35227,92,42,2,Clothing,Stole,COD,,,,,
B-35228,117,14,3,Clothing,Shirt,UPI,,,,,
B-35229,21,-10,4,Clothing,Leggings,COD,,,,,
B-35230,33,-10,6,Clothing,Leggings,UPI,,,,,
B-35231,114,8,3,Electronics,Accessories,Debit Card,,,,,
B-35232,115,0,1,Electronics,Accessories,Debit Card,,,,,
B-35233,90,29,5,Clothing,T-shirt,COD,,,,,
B-35234,61,1,2,Furniture,Furnishings,COD,,,,,
B-35235,119,1,1,Furniture,Chairs,COD,,,,,
B-35236,117,36,2,Clothing,Trousers,Debit Card,,,,,
B-35237,148,54,2,Furniture,Chairs,UPI,,,,,
B-35238,249,-5,4,Clothing,Saree,COD,,,,,
B-35239,147,73,3,Clothing,Stole,UPI,,,,,
B-35240,118,35,7,Clothing,T-shirt,EMI,,,,,
B-35241,119,56,7,Clothing,Saree,EMI,,,,,
B-35242,90,27,2,Clothing,T-shirt,COD,,,,,
B-35243,32,1,2,Clothing,Stole,COD,,,,,
B-35244,89,-89,2,Furniture,Furnishings,COD,,,,,
B-35245,146,66,1,Electronics,Phones,UPI,,,,,
B-35246,89,-37,4,Clothing,Shirt,COD,,,,,
B-35247,88,11,3,Electronics,Accessories,COD,,,,,
B-35248,121,41,4,Clothing,Stole,EMI,,,,,
B-35249,88,20,2,Clothing,Saree,COD,,,,,
B-35250,87,-83,5,Clothing,Kurti,COD,,,,,
B-35251,87,4,2,Clothing,Shirt,COD,,,,,
B-35252,122,15,3,Electronics,Accessories,EMI,,,,,
B-35253,87,10,3,Clothing,Stole,COD,,,,,
B-35254,53,8,3,Furniture,Furnishings,UPI,,,,,
B-35255,87,-32,9,Clothing,Skirt,COD,,,,,
B-35256,86,-55,6,Clothing,Saree,COD,,,,,
B-35257,125,22,3,Clothing,Stole,EMI,,,,,
B-35258,128,-3,3,Clothing,Saree,Debit Card,,,,,
B-35259,143,-124,5,Clothing,Saree,UPI,,,,,
B-35260,86,22,2,Clothing,Saree,COD,,,,,
B-35261,86,9,3,Clothing,Saree,COD,,,,,
B-35262,85,-9,4,Clothing,Saree,COD,,,,,
B-35263,129,-75,5,Clothing,Shirt,Debit Card,,,,,
B-35264,84,-42,2,Electronics,Accessories,COD,,,,,
B-35265,83,-81,3,Furniture,Chairs,COD,,,,,
B-35266,143,6,2,Electronics,Accessories,UPI,,,,,
B-35267,336,123,3,Electronics,Phones,UPI,,,,,
B-35268,323,122,5,Electronics,Phones,UPI,,,,,
B-35269,130,61,3,Clothing,Shirt,Debit Card,,,,,
B-35270,152,-3,5,Clothing,Saree,COD,,,,,
B-35271,25,10,1,Furniture,Furnishings,UPI,,,,,
B-35272,140,15,5,Clothing,Stole,UPI,,,,,
B-35273,45,0,2,Clothing,Stole,UPI,,,,,
B-35274,132,49,3,Clothing,Shirt,COD,,,,,
B-35275,133,12,5,Clothing,Stole,Debit Card,,,,,
B-35276,82,13,2,Clothing,Shirt,COD,,,,,
B-35277,140,56,4,Clothing,Shirt,UPI,,,,,
B-35278,81,19,7,Clothing,Hankerchief,COD,,,,,
B-35279,137,38,5,Clothing,Hankerchief,Debit Card,,,,,
B-35280,137,-41,3,Electronics,Phones,Debit Card,,,,,
B-35281,140,57,2,Clothing,Trousers,Debit Card,,,,,
B-35282,139,30,3,Clothing,Shirt,UPI,,,,,
B-35283,138,11,5,Clothing,Stole,UPI,,,,,
B-35284,79,-124,9,Clothing,Skirt,COD,,,,,
B-35285,136,41,3,Electronics,Accessories,UPI,,,,,
B-35286,145,16,3,Clothing,T-shirt,Debit Card,,,,,
B-35287,44,20,2,Clothing,T-shirt,UPI,,,,,
B-35288,79,6,7,Clothing,Saree,COD,,,,,
B-35289,79,36,4,Clothing,Shirt,COD,,,,,
B-35290,134,-13,3,Electronics,Electronic Games,UPI,,,,,
B-35291,133,5,5,Clothing,Stole,UPI,,,,,
B-35292,47,20,7,Clothing,Hankerchief,UPI,,,,,
B-35293,133,-42,1,Electronics,Printers,UPI,,,,,
B-35294,78,27,3,Clothing,Stole,COD,,,,,
B-35295,78,7,1,Furniture,Chairs,COD,,,,,
B-35296,76,-92,8,Furniture,Furnishings,COD,,,,,
B-35297,76,-50,1,Clothing,Saree,COD,,,,,
B-35298,76,19,3,Clothing,Hankerchief,COD,,,,,
B-35299,74,29,3,Clothing,Stole,COD,,,,,
B-35300,74,-25,3,Clothing,Stole,COD,,,,,
B-35301,146,-63,3,Electronics,Electronic Games,Debit Card,,,,,
B-35302,73,-31,1,Furniture,Bookcases,COD,,,,,
B-35303,80,22,3,Clothing,Stole,UPI,,,,,
B-35304,133,46,5,Clothing,Shirt,EMI,,,,,
B-35305,146,7,2,Electronics,Phones,Debit Card,,,,,
B-35306,130,-41,4,Clothing,Saree,EMI,,,,,
B-35307,141,41,3,Clothing,Shirt,UPI,,,,,
B-35308,147,21,3,Furniture,Furnishings,Debit Card,,,,,
B-35309,73,-7,1,Electronics,Phones,COD,,,,,
B-35310,148,72,7,Clothing,T-shirt,Debit Card,,,,,
B-35311,58,0,4,Clothing,Saree,UPI,,,,,
B-35312,21,-13,3,Clothing,Leggings,UPI,,,,,
B-35313,148,25,3,Clothing,Saree,Debit Card,,,,,
B-35314,144,-7,4,Electronics,Electronic Games,COD,,,,,
B-35315,145,-104,5,Furniture,Chairs,UPI,,,,,
B-35316,72,-49,1,Electronics,Phones,COD,,,,,
B-35317,125,15,5,Clothing,Shirt,EMI,,,,,
B-35318,149,15,3,Clothing,Saree,Debit Card,,,,,
B-35319,72,16,2,Clothing,Shirt,COD,,,,,
B-35320,71,0,8,Clothing,Skirt,COD,,,,,
B-35321,71,-14,4,Furniture,Furnishings,COD,,,,,
B-35322,154,-85,3,Furniture,Chairs,EMI,,,,,
B-35323,191,13,8,Furniture,Furnishings,COD,,,,,
B-35324,170,19,5,Clothing,T-shirt,UPI,,,,,
B-35325,47,-3,2,Clothing,Stole,UPI,,,,,
B-35326,122,-47,4,Clothing,Saree,EMI,,,,,
B-35327,70,26,5,Clothing,Hankerchief,COD,,,,,
B-35328,155,5,3,Clothing,Stole,EMI,,,,,
B-35329,67,-86,9,Furniture,Furnishings,COD,,,,,
B-35330,67,-42,3,Clothing,Stole,COD,,,,,
B-35331,148,-101,2,Furniture,Bookcases,UPI,,,,,
B-35332,122,38,6,Clothing,T-shirt,Credit Card,,,,,
B-35333,16,-5,2,Clothing,Stole,UPI,,,,,
B-35334,121,-17,3,Furniture,Furnishings,Credit Card,,,,,
B-35335,42,-15,12,Clothing,Skirt,UPI,,,,,
B-35336,65,-4,6,Clothing,Hankerchief,COD,,,,,
B-35337,119,-43,7,Clothing,Kurti,Credit Card,,,,,
B-35338,155,56,3,Furniture,Furnishings,EMI,,,,,
B-35339,119,-5,8,Clothing,Saree,Credit Card,,,,,
B-35340,118,25,4,Clothing,Hankerchief,Credit Card,,,,,
B-35341,116,22,1,Electronics,Accessories,Credit Card,,,,,
B-35342,158,-29,10,Clothing,Hankerchief,EMI,,,,,
B-35343,158,69,3,Clothing,Stole,EMI,,,,,
B-35344,65,-52,3,Electronics,Accessories,COD,,,,,
B-35345,160,-59,2,Clothing,Saree,EMI,,,,,
B-35346,162,20,3,Furniture,Chairs,EMI,,,,,
B-35347,63,1,4,Clothing,T-shirt,COD,,,,,
B-35348,64,27,5,Clothing,Hankerchief,UPI,,,,,
B-35349,166,-113,4,Electronics,Accessories,EMI,,,,,
B-35350,167,43,7,Clothing,T-shirt,EMI,,,,,
B-35351,123,17,3,Furniture,Furnishings,COD,,,,,
B-35352,63,14,2,Clothing,Shirt,COD,,,,,
B-35353,891,0,5,Clothing,Saree,COD,,,,,
B-35354,75,28,9,Clothing,Hankerchief,UPI,,,,,
B-35355,62,6,5,Clothing,Hankerchief,COD,,,,,
B-35356,29,-18,7,Clothing,Skirt,UPI,,,,,
B-35357,168,18,6,Clothing,Stole,Debit Card,,,,,
B-35358,70,24,3,Clothing,Stole,UPI,,,,,
B-35359,169,55,4,Clothing,Saree,Debit Card,,,,,
B-35360,32,-8,2,Clothing,Stole,COD,,,,,
B-35361,44,-8,3,Clothing,Stole,UPI,,,,,
B-35362,116,-56,5,Clothing,Stole,Credit Card,,,,,
B-35363,156,21,3,Furniture,Chairs,COD,,,,,
B-35364,62,6,6,Clothing,Skirt,COD,,,,,
B-35365,54,1,2,Clothing,Saree,UPI,,,,,
B-35366,111,11,9,Clothing,Hankerchief,Credit Card,,,,,
B-35367,158,-63,4,Furniture,Chairs,UPI,,,,,
B-35368,7,-3,2,Clothing,Skirt,UPI,,,,,
B-35369,61,28,2,Clothing,Hankerchief,UPI,,,,,
B-35370,61,-50,4,Clothing,Hankerchief,COD,,,,,
B-35371,154,26,4,Electronics,Accessories,COD,,,,,
B-35372,62,1,3,Clothing,Saree,COD,,,,,
B-35373,169,38,3,Clothing,Saree,Debit Card,,,,,
B-35374,61,18,2,Electronics,Accessories,COD,,,,,
B-35375,61,-23,2,Clothing,Saree,COD,,,,,
B-35376,171,14,9,Clothing,Shirt,Debit Card,,,,,
B-35377,60,-49,8,Clothing,Hankerchief,COD,,,,,
B-35378,25,-11,1,Clothing,Stole,UPI,,,,,
B-35379,163,26,4,Clothing,Shirt,COD,,,,,
B-35380,173,86,1,Electronics,Printers,Debit Card,,,,,
B-35381,257,-3,2,Furniture,Bookcases,UPI,,,,,
B-35382,108,37,2,Clothing,Stole,Credit Card,,,,,
B-35383,177,41,4,Clothing,Shirt,Debit Card,,,,,
B-35384,106,15,7,Clothing,Hankerchief,Credit Card,,,,,
B-35385,41,-14,5,Clothing,Leggings,UPI,,,,,
B-35386,168,-10,3,Electronics,Accessories,UPI,,,,,
B-35387,60,21,4,Clothing,Stole,COD,,,,,
B-35388,31,-11,4,Clothing,Stole,COD,,,,,
B-35389,179,0,2,Clothing,Saree,Debit Card,,,,,
B-35390,106,12,3,Clothing,Trousers,Credit Card,,,,,
B-35391,60,13,2,Clothing,T-shirt,COD,,,,,
B-35392,180,5,3,Clothing,Trousers,Debit Card,,,,,
B-35393,60,-10,2,Furniture,Furnishings,COD,,,,,
B-35394,59,25,3,Clothing,Stole,COD,,,,,
B-35395,170,73,2,Electronics,Accessories,UPI,,,,,
B-35396,59,10,2,Clothing,Hankerchief,COD,,,,,
B-35397,24,-21,7,Clothing,Skirt,COD,,,,,
B-35398,105,-26,8,Clothing,Leggings,Credit Card,,,,,
B-35399,103,46,2,Clothing,Saree,Credit Card,,,,,
B-35400,171,17,6,Clothing,T-shirt,UPI,,,,,
B-35401,102,13,2,Clothing,Stole,Credit Card,,,,,
B-35402,98,12,2,Clothing,Hankerchief,Credit Card,,,,,
B-35403,59,10,4,Clothing,Leggings,COD,,,,,
B-35404,189,60,4,Furniture,Furnishings,Debit Card,,,,,
B-35405,58,-52,3,Furniture,Chairs,COD,,,,,
B-35406,60,3,3,Clothing,Saree,UPI,,,,,
B-35407,58,-8,2,Clothing,Saree,COD,,,,,
B-35408,94,20,2,Furniture,Furnishings,UPI,,,,,
B-35409,193,-166,3,Clothing,Saree,EMI,,,,,
B-35410,199,0,4,Clothing,Stole,EMI,,,,,
B-35411,202,89,9,Clothing,T-shirt,EMI,,,,,
B-35412,58,17,2,Clothing,Hankerchief,COD,,,,,
B-35413,57,-28,2,Clothing,Kurti,COD,,,,,
B-35414,204,-94,4,Clothing,Hankerchief,EMI,,,,,
B-35415,98,-12,2,Electronics,Electronic Games,Credit Card,,,,,
B-35416,22,-12,3,Clothing,Stole,COD,,,,,
B-35417,97,17,2,Clothing,Stole,Credit Card,,,,,
B-35418,57,24,5,Clothing,Leggings,COD,,,,,
B-35419,97,14,2,Clothing,T-shirt,Credit Card,,,,,
B-35420,97,17,2,Clothing,Stole,Credit Card,,,,,
B-35421,96,22,5,Clothing,Stole,Credit Card,,,,,
B-35422,94,27,2,Clothing,Shirt,Credit Card,,,,,
B-35423,26,-17,1,Clothing,Stole,COD,,,,,
B-35424,93,44,2,Clothing,Stole,Credit Card,,,,,
B-35425,93,-65,4,Clothing,Stole,Credit Card,,,,,
B-35426,92,5,6,Clothing,Hankerchief,Credit Card,,,,,
B-35427,57,27,2,Clothing,T-shirt,COD,,,,,
B-35428,57,7,3,Furniture,Furnishings,COD,,,,,
B-35429,57,21,4,Clothing,Leggings,COD,,,,,
B-35430,128,4,3,Clothing,Saree,COD,,,,,
B-35431,89,-4,5,Clothing,Saree,Credit Card,,,,,
B-35432,221,26,7,Furniture,Furnishings,COD,,,,,
B-35433,205,-119,3,Clothing,Saree,Debit Card,,,,,
B-35434,191,51,5,Clothing,Shirt,UPI,,,,,
B-35435,206,18,4,Clothing,Hankerchief,Debit Card,,,,,
B-35436,56,0,4,Clothing,Hankerchief,COD,,,,,
B-35437,88,16,4,Clothing,Stole,Credit Card,,,,,
B-35438,224,58,3,Electronics,Phones,UPI,,,,,
B-35439,193,8,4,Clothing,T-shirt,UPI,,,,,
B-35440,87,36,5,Clothing,Stole,Credit Card,,,,,
B-35441,189,4,1,Clothing,Saree,UPI,,,,,
B-35442,55,-33,2,Furniture,Chairs,COD,,,,,
B-35443,85,-1,3,Clothing,Saree,Credit Card,,,,,
B-35444,252,56,2,Electronics,Phones,UPI,,,,,
B-35445,197,73,1,Furniture,Bookcases,COD,,,,,
B-35446,17,-3,2,Clothing,Stole,UPI,,,,,
B-35447,100,28,2,Clothing,Hankerchief,UPI,,,,,
B-35448,80,-19,5,Clothing,Stole,UPI,,,,,
B-35449,75,29,1,Clothing,Trousers,UPI,,,,,
B-35450,26,4,2,Clothing,Saree,UPI,,,,,
B-35451,55,12,5,Clothing,Skirt,COD,,,,,
B-35452,157,5,9,Clothing,Saree,UPI,,,,,
B-35453,200,-60,4,Furniture,Bookcases,UPI,,,,,
B-35454,230,5,2,Clothing,Saree,UPI,,,,,
B-35455,213,-145,3,Furniture,Bookcases,Debit Card,,,,,
B-35456,55,4,2,Clothing,Stole,COD,,,,,
B-35457,220,-19,2,Clothing,Saree,Debit Card,,,,,
B-35458,150,32,3,Clothing,Hankerchief,COD,,,,,
B-35459,203,84,2,Electronics,Printers,UPI,,,,,
B-35460,93,31,3,Electronics,Accessories,UPI,,,,,
B-35461,290,35,6,Clothing,Hankerchief,COD,,,,,
B-35462,48,6,1,Clothing,Saree,COD,,,,,
B-35463,221,35,4,Electronics,Accessories,Debit Card,,,,,
B-35464,55,18,2,Clothing,Kurti,COD,,,,,
B-35465,227,102,8,Electronics,Accessories,Debit Card,,,,,
B-35466,55,-39,4,Clothing,Stole,COD,,,,,
B-35467,207,33,2,Electronics,Accessories,UPI,,,,,
B-35468,64,6,4,Clothing,Saree,COD,,,,,
B-35469,89,6,5,Clothing,Saree,COD,,,,,
B-35470,54,27,2,Clothing,Stole,COD,,,,,
B-35471,84,41,3,Clothing,T-shirt,Credit Card,,,,,
B-35472,209,-21,2,Electronics,Electronic Games,UPI,,,,,
B-35473,79,33,4,Clothing,Stole,UPI,,,,,
B-35474,54,8,4,Clothing,T-shirt,COD,,,,,
B-35475,229,59,9,Clothing,Saree,Debit Card,,,,,
B-35476,158,38,3,Clothing,Hankerchief,UPI,,,,,
B-35477,248,105,2,Electronics,Phones,Debit Card,,,,,
B-35478,199,6,2,Clothing,Saree,UPI,,,,,
B-35479,253,-11,1,Clothing,Trousers,Debit Card,,,,,
B-35480,257,-252,4,Clothing,Saree,Debit Card,,,,,
B-35481,193,33,5,Electronics,Accessories,COD,,,,,
B-35482,109,35,6,Clothing,T-shirt,COD,,,,,
B-35483,214,30,3,Electronics,Accessories,COD,,,,,
B-35484,141,7,7,Clothing,Saree,COD,,,,,
B-35485,201,32,4,Furniture,Furnishings,UPI,,,,,
B-35486,54,12,4,Clothing,Shirt,COD,,,,,
B-35487,83,6,6,Clothing,Shirt,EMI,,,,,
B-35488,54,-3,3,Clothing,Saree,COD,,,,,
B-35489,53,5,3,Clothing,T-shirt,COD,,,,,
B-35490,258,-27,2,Electronics,Phones,Debit Card,,,,,
B-35491,199,8,2,Clothing,Saree,COD,,,,,
B-35492,82,-27,3,Clothing,Kurti,EMI,,,,,
B-35493,139,36,3,Clothing,Stole,COD,,,,,
B-35494,53,15,2,Clothing,Stole,COD,,,,,
B-35495,53,1,4,Clothing,Stole,COD,,,,,
B-35496,101,38,2,Furniture,Furnishings,COD,,,,,
B-35497,262,215,2,Electronics,Printers,Debit Card,,,,,
B-35498,82,-39,5,Clothing,T-shirt,EMI,,,,,
B-35499,154,39,3,Clothing,Hankerchief,COD,,,,,
B-35500,52,18,2,Clothing,Stole,COD,,,,,
B-35501,1599,37,6,Electronics,Electronic Games,UPI,,,,,
B-35502,338,41,7,Clothing,Hankerchief,UPI,,,,,
B-35503,51,-49,2,Electronics,Electronic Games,COD,,,,,
B-35504,224,-81,3,Furniture,Chairs,COD,,,,,
B-35505,207,37,4,Clothing,Hankerchief,COD,,,,,
B-35506,51,14,2,Clothing,Stole,COD,,,,,
B-35507,82,8,3,Electronics,Accessories,EMI,,,,,
B-35508,50,-17,2,Clothing,Stole,COD,,,,,
B-35509,263,-31,9,Electronics,Electronic Games,Debit Card,,,,,
B-35510,50,7,6,Clothing,Skirt,COD,,,,,
B-35511,245,-3,4,Electronics,Phones,UPI,,,,,
B-35512,82,24,6,Clothing,Hankerchief,EMI,,,,,
B-35513,229,-41,8,Electronics,Accessories,COD,,,,,
B-35514,50,14,1,Electronics,Electronic Games,COD,,,,,
B-35515,220,40,2,Electronics,Accessories,COD,,,,,
B-35516,263,-63,2,Electronics,Electronic Games,Debit Card,,,,,
B-35517,81,-41,5,Clothing,Leggings,EMI,,,,,
B-35518,50,-17,2,Clothing,Stole,COD,,,,,
B-35519,49,5,4,Clothing,Hankerchief,COD,,,,,
B-35520,237,47,9,Clothing,T-shirt,UPI,,,,,
B-35521,264,-30,3,Furniture,Furnishings,Debit Card,,,,,
B-35522,49,3,1,Clothing,Shirt,COD,,,,,
B-35523,63,-24,6,Clothing,Kurti,COD,,,,,
B-35524,81,-51,7,Clothing,Stole,EMI,,,,,
B-35525,264,71,10,Furniture,Furnishings,Debit Card,,,,,
B-35526,48,11,2,Clothing,Shirt,COD,,,,,
B-35527,48,15,1,Clothing,Hankerchief,COD,,,,,
B-35528,245,-78,2,Electronics,Printers,UPI,,,,,
B-35529,146,42,5,Clothing,Hankerchief,UPI,,,,,
B-35530,245,10,2,Furniture,Bookcases,COD,,,,,
B-35531,245,91,2,Furniture,Bookcases,UPI,,,,,
B-35532,80,3,3,Clothing,Stole,EMI,,,,,
B-35533,269,33,5,Furniture,Chairs,Debit Card,,,,,
B-35534,80,22,3,Clothing,Stole,EMI,,,,,
B-35535,284,44,6,Clothing,Hankerchief,COD,,,,,
B-35536,313,44,3,Electronics,Electronic Games,COD,,,,,
B-35537,80,-26,9,Clothing,Skirt,EMI,,,,,
B-35538,48,-8,8,Clothing,Stole,COD,,,,,
B-35539,87,16,2,Clothing,Saree,UPI,,,,,
B-35540,47,-114,5,Furniture,Furnishings,COD,,,,,
B-35541,140,28,2,Electronics,Phones,COD,,,,,
B-35542,47,1,2,Clothing,Stole,COD,,,,,
B-35543,79,-2,2,Furniture,Furnishings,EMI,,,,,
B-35544,78,-64,7,Clothing,Stole,EMI,,,,,
B-35545,47,-3,2,Clothing,Stole,COD,,,,,
B-35546,185,48,4,Clothing,Stole,UPI,,,,,
B-35547,77,36,2,Clothing,Shirt,EMI,,,,,
B-35548,259,47,5,Clothing,Hankerchief,UPI,,,,,
B-35549,75,0,7,Clothing,Saree,EMI,,,,,
B-35550,75,0,3,Clothing,Shirt,EMI,,,,,
B-35551,46,0,4,Clothing,Leggings,COD,,,,,
B-35552,46,13,3,Clothing,Hankerchief,COD,,,,,
B-35553,200,13,5,Electronics,Phones,COD,,,,,
B-35554,46,-14,1,Electronics,Phones,COD,,,,,
B-35555,126,52,4,Clothing,Hankerchief,UPI,,,,,
B-35556,74,29,3,Clothing,Stole,EMI,,,,,
B-35557,45,13,4,Clothing,Skirt,COD,,,,,
B-35558,74,9,3,Clothing,Shirt,UPI,,,,,
B-35559,129,11,2,Electronics,Phones,UPI,,,,,
B-35560,122,50,7,Clothing,Stole,UPI,,,,,
B-35561,74,-51,3,Clothing,Stole,UPI,,,,,
B-35562,278,39,5,Furniture,Chairs,Debit Card,,,,,
B-35563,282,14,4,Clothing,Trousers,Debit Card,,,,,
B-35564,45,0,2,Clothing,T-shirt,COD,,,,,
B-35565,45,6,3,Clothing,Shirt,COD,,,,,
B-35566,45,16,3,Clothing,Stole,COD,,,,,
B-35567,73,-36,3,Furniture,Chairs,UPI,,,,,
B-35568,45,12,4,Clothing,Hankerchief,COD,,,,,
B-35569,72,-6,3,Clothing,Saree,UPI,,,,,
B-35570,71,-44,5,Electronics,Accessories,UPI,,,,,
B-35571,45,-2,4,Clothing,Shirt,COD,,,,,
B-35572,286,140,6,Clothing,Shirt,Debit Card,,,,,
B-35573,294,138,2,Electronics,Printers,Debit Card,,,,,
